Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
BC Schools - Satisfaction Survey - Consolidated,bc-schools-satisfaction-survey-consolidated,Dataset,1347d1d4-4dd3-4fb3-aa28-823199b71f11,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,Analysis and Reporting,Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-31,2015-08-31,Consolidated Satisfaction Survey questions and res,onGoing,"http://www.bced.gov.bc.ca/reporting/odefiles/likert_responses_consolidated_allyears.txt, http://www.bced.gov.bc.ca/reporting/odefiles/likert_responses_consolidated_2011to2014.xlsx, http://www.bced.gov.bc.ca/reporting/odefiles/likert_responses_consolidated_2006to2010.xlsx, http://www.bced.gov.bc.ca/reporting/odefiles/likert_responses_consolidated_2001to2005.xlsx","txt, xlsx, xlsx, xlsx","likert_responses_consolidated_allyears.txt, likert_responses_consolidated_2011to2014.xlsx, likert_responses_consolidated_2006to2010.xlsx, likert_responses_consolidated_2001to2005.xlsx","65962ac1-1160-43eb-9112-5b3962850643, 487d2041-3f25-4a07-80ff-b24a36781246, 5215e759-d2cb-45bf-b5b5-f05c71aaf892, eab27a7e-0df7-44a4-978f-215be5a2606e","Data, Data, Data, Data",
BC Schools - Satisfaction Survey - Consolidated (Alternate Responses),bc-schools-satisfaction-survey-consolidated-alternate-responses-,Dataset,e1300bac-fe25-4121-9b5d-81aca8f27be3,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,Analysis and Reporting,Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-31,2015-08-31,Consolidated Satisfaction Survey dataset for alter,onGoing,"http://www.bced.gov.bc.ca/reporting/odefiles/Alternate_responses_consolidated.txt, http://www.bced.gov.bc.ca/reporting/odefiles/Alternate_responses_consolidated.xlsx","txt, xlsx","Alternate_responses_consolidated.txt, Alternate_responses_consolidated.xlsx","e14eb873-405e-44df-96cb-fc0a9673eb1b, 90ca7e08-9bb7-4709-9538-013fbccc1c4f","Data, Data",
Critical Habitat for federally-listed species at risk (posted),critical-habitat-for-federally-listed-species-at-risk-posted-,Geographic,076b8c98-a3f1-429b-9dae-03faed0c6aef,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,MEDIUM-SENSITIVITY,Government,Government,2015-08-24,2015-12-15,This dataset displays the area within which critic,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16526,other,Critical habitat for federally listed species at risk (posted),3093075a-0656-4656-bee7-7fee7a8713a0,Data,WHSE_WILDLIFE_MANAGEMENT.WCP_CRITICAL_HABITAT_SP
Critical habitat for federally-listed species at risk (secure),critical-habitat-for-federally-listed-species-at-risk-secure-,Geographic,f6cc0b98-2abb-432e-bcf2-b8766c0576fd,66263ee0-816d-4bb4-858b-41e1b6377e08,Ecosystems,Natural Resources,Access Only,HIGH-SENSITIVITY,Named users,Named users,2015-08-24,2015-12-13,This dataset displays the area within which critic,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16527,other,Critical habitat for federally-listed species at risk (secure),1fc4d1a7-5ee7-4a3a-a479-20eef08ccd8a,Data,WHSE_WILDLIFE_MANAGEMENT.WCP_CRITICAL_HABITAT_SECURE_SP
Manual Snow Survey Observations Data Archive,manual-snow-survey-observations-data-archive,Dataset,705df46f-e9d6-4124-bc4a-66f54c07b228,6969d274-d120-4a6a-9730-fcd4e33d4c81,Knowledge Management,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-21,2015-10-08,This data file contains the archived snow pack lev,onGoing,https://catalogue.data.gov.bc.ca/dataset/705df46f-e9d6-4124-bc4a-66f54c07b228/resource/64a9b121-d1d1-40b6-b8c1-ad23d0a9024c/download/allmssdata19352015.csv,csv,all_mss_data_1935-2015,64a9b121-d1d1-40b6-b8c1-ad23d0a9024c,Data,
MapPlace,mapplace,Application,28fc0701-efc5-4e2c-8557-fd065ec3fadb,195dd739-2df9-4dc7-b5ab-1f6a71a3b50f,BC Geological Survey,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2015-08-20,2016-03-09,MapPlace is a web service that allows clients to b,onGoing,"http://www.empr.gov.bc.ca/Mining/Geoscience/MapPlace/MainMaps/Pages/TableofMaps.aspx, http://www.empr.gov.bc.ca/Mining/Geoscience/MapPlace/Pages/SummaryDataAvailable.aspx, http://www.empr.gov.bc.ca/Mining/Geoscience/MapPlace/geoData/Pages/default.aspx",", , ","MapPlace Table of Maps, Summary of Major Datasets on MapPlace, Geospatial Data Downloads from MapPlace","f5b65442-f909-4148-8bb6-e9bc37eaed34, 0520b6bc-c58e-4eeb-a8a2-e0d73de4c0cd, 02016302-c357-4323-908a-4359ea3cda64",,
BC Ambient Air Quality Standards Reporting Results: Ozone,bc-ambient-air-quality-standards-reporting-results-ozone,Dataset,9b7a9e74-9274-4f97-be81-ce4ee475077d,6969d274-d120-4a6a-9730-fcd4e33d4c81,Knowledge Management,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-18,2016-03-02,This dataset contains the results of the '[Status ,completed,https://catalogue.data.gov.bc.ca/dataset/9b7a9e74-9274-4f97-be81-ce4ee475077d/resource/f8923733-6dfe-47b7-bc57-aaa8f176c67c/download/ozonesitesummary.csv,csv,ozone_site_summary,f8923733-6dfe-47b7-bc57-aaa8f176c67c,Data,
BC Ambient Air Quality Standards Reporting Results: Fine Particulate Matter,bc-ambient-air-quality-standards-reporting-results-fine-particulate-matter,Dataset,699be99e-a9ba-403e-b0fe-3d13f84f45ab,6969d274-d120-4a6a-9730-fcd4e33d4c81,Knowledge Management,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-18,2016-02-24,This dataset contains the results of the '[Status ,completed,https://catalogue.data.gov.bc.ca/dataset/699be99e-a9ba-403e-b0fe-3d13f84f45ab/resource/bfa3fdd8-2950-4d3a-b190-52fb39a5ffd4/download/pm25sitesummary.csv,csv,pm25_site_summary,bfa3fdd8-2950-4d3a-b190-52fb39a5ffd4,Data,
British Columbia Air Zones,british-columbia-air-zones,Geographic,e8eeefc4-2826-47bc-8430-85703d328516,6969d274-d120-4a6a-9730-fcd4e33d4c81,Knowledge Management,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-18,2015-08-18,A spatial file of polygons representing the seven ,completed,"https://catalogue.data.gov.bc.ca/dataset/e8eeefc4-2826-47bc-8430-85703d328516/resource/4cea4b22-36a3-4ea7-9346-7e872e747076/download/bcairzonesalbersshp.zip, https://catalogue.data.gov.bc.ca/dataset/e8eeefc4-2826-47bc-8430-85703d328516/resource/80bff6d5-ea82-4cb5-a9f2-d5e7329b1bcd/download/bcairzones.kml, https://catalogue.data.gov.bc.ca/dataset/e8eeefc4-2826-47bc-8430-85703d328516/resource/c495d082-b586-4df0-9e06-bd6b66a8acd9/download/bcairzones.geojson","shp, kml, geojson","bc_air_zones_albers_shp, bc_air_zones.kml, bc_air_zones.geojson","4cea4b22-36a3-4ea7-9346-7e872e747076, 80bff6d5-ea82-4cb5-a9f2-d5e7329b1bcd, c495d082-b586-4df0-9e06-bd6b66a8acd9","Data, Data, Data",
COALFILE Database,coalfile-database,Geographic,453ca5c6-31e0-451f-8a99-17f72a55bdb9,195dd739-2df9-4dc7-b5ab-1f6a71a3b50f,BC Geological Survey,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2015-08-14,2016-03-08,"COALFILE includes data on 916 reports, 11595 boreh",onGoing,https://catalogue.data.gov.bc.ca/dataset/453ca5c6-31e0-451f-8a99-17f72a55bdb9/resource/a5c155ac-a368-4531-afa4-38219efe9ef1/download/COALFILE2014.zip,zip,COALFILE2014.zip,a5c155ac-a368-4531-afa4-38219efe9ef1,Data,
COALFILE Search,coalfile-search,Application,860318a3-663f-4c87-b3c8-9f40e22b5e72,195dd739-2df9-4dc7-b5ab-1f6a71a3b50f,BC Geological Survey,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2015-08-13,2016-03-03,"An online COALFILE Search application, posted Febr",completed,http://webmap.em.gov.bc.ca/mapplace/coal/search.asp,,COALFILE Search,21a58015-4a96-4061-af3f-8aac0728ebd1,,
Long-term Change in Air Temperature and Precipitation in BC,long-term-change-in-air-temperature-and-precipitation-in-bc,Dataset,86f93096-8d3d-4b68-ab63-175cc68257e6,3772cd8e-a74c-4c1e-810c-8610e923b223,Climate Action Secretariat,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-08-12,2016-03-08,These datasets contain the results reported in a s,completed,"https://catalogue.data.gov.bc.ca/dataset/86f93096-8d3d-4b68-ab63-175cc68257e6/resource/31b4473e-819e-4c04-becd-655837f05fb5/download/precipitationchange19002013.csv, https://catalogue.data.gov.bc.ca/dataset/86f93096-8d3d-4b68-ab63-175cc68257e6/resource/2ea26a15-8420-4d85-bba0-742b8c1a4dc2/download/temperaturechange19002013.csv","csv, csv","precipitation_change_1900-2013, temperature_change_1900-2013","31b4473e-819e-4c04-becd-655837f05fb5, 2ea26a15-8420-4d85-bba0-742b8c1a4dc2","Data, Data",
BC Species and Ecosystems Conservation Status Information,bc-species-and-ecosystems-conservation-status-information,Dataset,d3651b8c-f560-48f7-a34e-26b0afc77d84,6969d274-d120-4a6a-9730-fcd4e33d4c81,Knowledge Management,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-07-09,2015-07-09,These tabular data files contain the historical co,onGoing,"https://catalogue.data.gov.bc.ca/dataset/d3651b8c-f560-48f7-a34e-26b0afc77d84/resource/bbacd6fb-6708-4cf8-b353-0dc5ef75b7b9/download/bcseecommunities.csv, https://catalogue.data.gov.bc.ca/dataset/d3651b8c-f560-48f7-a34e-26b0afc77d84/resource/39aa3eb8-da10-49c5-8230-a3b5fd0006a9/download/bcseeplantsanimals.csv","csv, csv","BCSEE_Communities, BCSEE_Plants_Animals","bbacd6fb-6708-4cf8-b353-0dc5ef75b7b9, 39aa3eb8-da10-49c5-8230-a3b5fd0006a9","Data, Data",
Integrated Petroleum System (IPS) Web Search Tool,integrated-petroleum-system-ips-web-search-tool,Application,6f6e55da-74c7-434c-89ed-0ed9a9338916,cb0f7f4a-c9af-4a1e-bc9a-4ba402141fcd,Tenure and Geoscience,Natural Resources,Access Only,LOW-PUBLIC,Public,Public,2015-07-02,2015-07-02,The Integrated Petroleum System (IPS) web search t,onGoing,https://a100.gov.bc.ca/pub/ipsweb/,,Launch IPS Web Application,57688ad8-a163-4d44-a470-294c4ad076a7,,
Draft Viewpoints for the Cariboo Region,draft-viewpoints-for-the-cariboo-region,Geographic,52bde578-6c58-4f17-bbfb-397255918aba,76860945-f4dc-43da-a111-448438d2744f,Regional Operations - Cariboo,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-06-25,2015-06-25,Draft viewpoints leading to viewlines and into vie,completed,ftp://ftp.geobc.gov.bc.ca/publish/Regional/WilliamsLake/landuse/draft_viewpoints_and_lines/avqopts_rca.zip,e00,Draft Viewpoints for the Cariboo Region,da36f64c-9185-4f4b-bdd8-1763652fe7a8,Data,
Draft Viewlines with Direction for the Cariboo Region,draft-viewlines-with-direction-for-the-cariboo-region,Geographic,e20e8358-d73a-41d5-b417-7a292ae6ce24,76860945-f4dc-43da-a111-448438d2744f,Regional Operations - Cariboo,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-06-25,2015-06-25,Draft viewlines originating from viewpoints and le,completed,ftp://ftp.geobc.gov.bc.ca/publish/Regional/WilliamsLake/landuse/draft_viewpoints_and_lines/avqoarr_rca.zip,e00,Draft Viewlines with Direction for the Cariboo Region,0b286107-9e8d-4217-bdcb-d3d9f2db3b40,Data,
Ungulate Winter Range - Proposed,ungulate-winter-range-proposed,Geographic,e5c2a2e3-70fc-49e3-9840-87212853e8a2,a4468dc1-b283-447f-bf9a-afc3a72b4db2,Resource Management Objectives,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-06-24,2015-12-14,An Ungulate Winter Range (UWR) is defined as an ar,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16528, https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.WCP_UNG_WNTR_RNG_PROPOSED_SP/ows?service=WMS&request=GetCapabilities","other, wms","WCP_UNG_WNTR_RNG_PROPOSED_SP, WMS getCapabilities request","bf53019f-e77f-45ef-91f9-09e837fb7094, e9a7b78f-cee3-49d8-ae4f-828552d325fc","Data, Data",WHSE_WILDLIFE_MANAGEMENT.WCP_UNG_WNTR_RNG_PROPOSED_SP
Fisheries Sensitive Watersheds - Proposed,fisheries-sensitive-watersheds-proposed,Geographic,2f1ac4a9-71ad-4900-8a08-96cc0bf48618,a4468dc1-b283-447f-bf9a-afc3a72b4db2,Resource Management Objectives,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-06-24,2015-12-14,A Fisheries Sensitive Watershed (FSW) is a mapped ,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16529, https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.WCP_FISH_SENS_WS_PROPOSED_SP/ows?service=WMS&request=GetCapabilities","other, wms","Custom Download, WMS getCapabilities request","fc3e5450-1690-49c4-bd06-ad292be27245, 5d8614ec-28d1-4f48-84f1-cd3d994845cb","Data, Data",WHSE_WILDLIFE_MANAGEMENT.WCP_FISH_SENS_WS_PROPOSED_SP
BC Finance - British Columbia Australian Issues Outstanding,bc-finance-british-columbia-australian-issues-outstanding,Dataset,e723c1f6-cd9b-4954-9dfc-75c8094e2cb5,81228285-d824-417c-baa9-bc86aa80b67d,Debt Management,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-06-03,2015-06-03,Provincial gross long-term Australian dollar debt ,completed,http://www.fin.gov.bc.ca/PT/dmb/databc/aussie.csv,csv,BC Finance - British Columbia Australian Bonds Outstanding,a2220ef6-2d44-4940-8d97-fae43bda94ea,Reports,
Railway Structure Point,railway-structure-point,Geographic,b22f04ff-ea69-445d-bcc2-65c215309fe0,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains point railway structures withi,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16522, https://catalogue.data.gov.bc.ca/dataset/b22f04ff-ea69-445d-bcc2-65c215309fe0/resource/899eadda-5f1d-425e-bf11-29e1e12aedf2/download/gbarailwaystructureattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_PNTS_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Structure Point - Custom Download, GBA_Railway_Structure_Attribute_Values, WMS getCapabilities request","a8e01fff-3a84-4e97-912a-4bff5045df50, 899eadda-5f1d-425e-bf11-29e1e12aedf2, b651a58d-aafe-44ad-a405-6027dad5bc5c","Data, Data, Data",WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_PNTS_SP
Railway Station Point,railway-station-point,Geographic,3f4244c0-8dcd-404c-9c2f-a392534357ee,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway stations within BC fro,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16523, https://catalogue.data.gov.bc.ca/dataset/3f4244c0-8dcd-404c-9c2f-a392534357ee/resource/146a6e8f-34c0-47af-b01c-a3e8b7632174/download/gbarailwaystationsattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_STATIONS_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Station Point - Custom Download, GBA_Railway_Stations_Attribute_Values, WMS getCapabilities request","a61decf1-47d2-4cd3-bc77-dd65749b04b8, 146a6e8f-34c0-47af-b01c-a3e8b7632174, ebfffcae-2709-46c3-9075-bc8e67efd9eb","Data, Data, Data",WHSE_BASEMAPPING.GBA_RAILWAY_STATIONS_SP
Railway Markerpost Point,railway-markerpost-point,Geographic,ba9d33a9-3cf2-4754-8de9-f89a08d14fc7,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway markerposts within BC ,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16524, https://catalogue.data.gov.bc.ca/dataset/ba9d33a9-3cf2-4754-8de9-f89a08d14fc7/resource/762960aa-7be5-477e-9649-312bd8ad7b31/download/gbarailwaymarkerpostattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_MARKERPOSTS_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Markerpost Point - Custom download, GBA_Railway_Markerpost_Attribute_Values, WMS getCapabilities request","420420eb-545c-4a97-b8fa-0700a9d55884, 762960aa-7be5-477e-9649-312bd8ad7b31, 14972440-59d5-46ac-a11b-c4a85a4fc7e5","Data, Data, Data",WHSE_BASEMAPPING.GBA_RAILWAY_MARKERPOSTS_SP
Railway Crossing Point,railway-crossing-point,Geographic,8d1922f0-247a-43f6-83ef-aa13a741eed8,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway crossings within BC fr,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16520, https://catalogue.data.gov.bc.ca/dataset/8d1922f0-247a-43f6-83ef-aa13a741eed8/resource/84fa72e5-873b-4568-8abf-0cb7f46f495d/download/gbarailwaycrossingsattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Crossing Point - Custom Download, GBA_Railway_Crossings_Attribute_Values, WMS getCapabilities request","0b4f5fcf-eddd-4cb6-ad4d-8883acb06791, 84fa72e5-873b-4568-8abf-0cb7f46f495d, 2f100477-fc90-419e-bbc9-14bba3397897","Data, Data, Data",WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP
Railway Junction Point,railway-junction-point,Geographic,189e8e6f-a0d4-44cc-b0d1-8a749bcd11f4,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-04-04,This layer contains railway junctions within BC fr,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16525, https://catalogue.data.gov.bc.ca/dataset/189e8e6f-a0d4-44cc-b0d1-8a749bcd11f4/resource/afa42913-6a82-4451-8017-1c9ec8e69e4e/download/gbarailwayjunctionattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_JUNCTIONS_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Junction Point - Custom Download, GBA_Railway_Junction_Attribute_Values, WMS getCapabilities request","6c3b079c-0658-48a6-b7a3-8746f0171ff2, afa42913-6a82-4451-8017-1c9ec8e69e4e, ed4009f6-78a5-4c38-91c9-ead138dedc0b","Data, Data, Data",WHSE_BASEMAPPING.GBA_RAILWAY_JUNCTIONS_SP
Railway Structure Line,railway-structure-line,Geographic,23de29c1-cf59-489e-8b21-ae4de4c96cb8,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-02-03,This layer contains linear railway structures with,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16500, https://catalogue.data.gov.bc.ca/dataset/23de29c1-cf59-489e-8b21-ae4de4c96cb8/resource/213592bb-dcb2-401c-85b6-c7ac8f12c721/download/gbarailwaystructureattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_LINES_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Structure Line - Custom Download, GBA_Railway_Structure_Attribute_Values, WMS getCapabilities request","b1880389-b827-40ee-91f2-c22b97618bb2, 213592bb-dcb2-401c-85b6-c7ac8f12c721, cc059fdf-4b21-458f-8feb-2500dbbd9527","Data, Reports, Data",WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_LINES_SP
Railway Track Line,railway-track-line,Geographic,4ff93cda-9f58-4055-a372-98c22d04a9f8,e51a8106-11c7-4436-a967-7cee18bfb159,GeoBC,Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2015-12-15,This layer contains railway tracks within BC from ,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16521, https://catalogue.data.gov.bc.ca/dataset/4ff93cda-9f58-4055-a372-98c22d04a9f8/resource/a7beba09-63e7-4d84-beaa-d35649fab685/download/gbarailwaytracksattributevalues.xlsx, https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_TRACKS_SP/ows?service=WMS&request=GetCapabilities","other, xlsx, wms","GBA Railway Track Line - Custom Download, GBA_Railway_Tracks_Attribute_Values, WMS getCapabilities request","30540358-cb2b-40c8-a313-7be0727a3d71, a7beba09-63e7-4d84-beaa-d35649fab685, bf30d34e-1f6b-4034-a35c-1cf7c9707ae7","Data, Data, Data",WHSE_BASEMAPPING.GBA_RAILWAY_TRACKS_SP
"Courts - Completed Court Cases – Dashboard Data - by court level, division, class and locations",courts-completed-court-cases-dashboard-data-by-court-level-division-class-and-locations,Dataset,e861c2cb-97d3-427f-89de-80005f9d8c34,2ab2ab74-57c0-47f8-bb2e-c88dfb24f504,Court Services,Justice,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-05-25,2015-05-25,Completed court cases indicates the number of Prov,onGoing,"https://catalogue.data.gov.bc.ca/dataset/e861c2cb-97d3-427f-89de-80005f9d8c34/resource/eb5faad1-def1-450f-a82f-169edee6a5aa/download/courtscompletedcourtcases5yrlocationreportdashboarddatafy200910to201314.xlsx, https://catalogue.data.gov.bc.ca/dataset/e861c2cb-97d3-427f-89de-80005f9d8c34/resource/629c10cf-b893-4626-be30-28f221bc7ad0/download/courtscompletedcourtcases5yrlocationreportdashboarddatafy200910to201314.csv, https://catalogue.data.gov.bc.ca/dataset/e861c2cb-97d3-427f-89de-80005f9d8c34/resource/d3d0d53d-7d7a-4a85-8c5e-844eb2e4db61/download/courtscompletedcourtcases5yrlocationreportdashboarddatacalyr2010to2014.xlsx, https://catalogue.data.gov.bc.ca/dataset/e861c2cb-97d3-427f-89de-80005f9d8c34/resource/6a83fe2f-200c-4fa5-b59c-2792f7217707/download/courtscompletedcourtcases5yrlocationreportdashboarddatacalyr2010to2014.csv","xlsx, csv, xlsx, csv","Courts-Completed_Court_Cases-5Yr_Location_Report-Dashboard_Data-FY_2009-10_to_ 2013-14, Courts-Completed_Court_Cases-5Yr_Location_Report-Dashboard_Data-FY_ 2009-10_to_2013-14, Courts_Completed_Court_Cases-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014, Courts_Completed_Court_Cases-5Yr_Location_Report-Dashboard_Data-CalYr_2010_to_2014","eb5faad1-def1-450f-a82f-169edee6a5aa, 629c10cf-b893-4626-be30-28f221bc7ad0, d3d0d53d-7d7a-4a85-8c5e-844eb2e4db61, 6a83fe2f-200c-4fa5-b59c-2792f7217707","Data, Data, Data, Data",
