Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
Railway Station Point,railway-station-point,Geographic,3f4244c0-8dcd-404c-9c2f-a392534357ee,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway stations within BC fro...,onGoing,"https://catalogue.data.gov.bc.ca/dataset/3f4244c0-8dcd-404c-9c2f-a392534357ee/resource/146a6e8f-34c0-47af-b01c-a3e8b7632174/download/gbarailwaystationsattributevalues.xlsx,", xlsx, GBA_Railway_Stations_Attribute_Values, 146a6e8f-34c0-47af-b01c-a3e8b7632174, Data,WHSE_BASEMAPPING.GBA_RAILWAY_STATIONS_SP
Railway Station Point,railway-station-point,Geographic,3f4244c0-8dcd-404c-9c2f-a392534357ee,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway stations within BC fro...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_STATIONS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, ebfffcae-2709-46c3-9075-bc8e67efd9eb, Data,WHSE_BASEMAPPING.GBA_RAILWAY_STATIONS_SP
Railway Markerpost Point,railway-markerpost-point,Geographic,ba9d33a9-3cf2-4754-8de9-f89a08d14fc7,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway markerposts within BC ...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16524,",other,GBA Railway Markerpost Point - Custom download,420420eb-545c-4a97-b8fa-0700a9d55884,Data,WHSE_BASEMAPPING.GBA_RAILWAY_MARKERPOSTS_SP
Railway Markerpost Point,railway-markerpost-point,Geographic,ba9d33a9-3cf2-4754-8de9-f89a08d14fc7,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway markerposts within BC ...,onGoing,"https://catalogue.data.gov.bc.ca/dataset/ba9d33a9-3cf2-4754-8de9-f89a08d14fc7/resource/762960aa-7be5-477e-9649-312bd8ad7b31/download/gbarailwaymarkerpostattributevalues.xlsx,", xlsx, GBA_Railway_Markerpost_Attribute_Values, 762960aa-7be5-477e-9649-312bd8ad7b31, Data,WHSE_BASEMAPPING.GBA_RAILWAY_MARKERPOSTS_SP
Railway Markerpost Point,railway-markerpost-point,Geographic,ba9d33a9-3cf2-4754-8de9-f89a08d14fc7,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway markerposts within BC ...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_MARKERPOSTS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 14972440-59d5-46ac-a11b-c4a85a4fc7e5, Data,WHSE_BASEMAPPING.GBA_RAILWAY_MARKERPOSTS_SP
Railway Crossing Point,railway-crossing-point,Geographic,8d1922f0-247a-43f6-83ef-aa13a741eed8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway crossings within BC fr...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16520,",other,GBA Railway Crossing Point - Custom Download,0b4f5fcf-eddd-4cb6-ad4d-8883acb06791,Data,WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP
Railway Crossing Point,railway-crossing-point,Geographic,8d1922f0-247a-43f6-83ef-aa13a741eed8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway crossings within BC fr...,onGoing,"https://catalogue.data.gov.bc.ca/dataset/8d1922f0-247a-43f6-83ef-aa13a741eed8/resource/84fa72e5-873b-4568-8abf-0cb7f46f495d/download/gbarailwaycrossingsattributevalues.xlsx,", xlsx, GBA_Railway_Crossings_Attribute_Values, 84fa72e5-873b-4568-8abf-0cb7f46f495d, Data,WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP
Railway Crossing Point,railway-crossing-point,Geographic,8d1922f0-247a-43f6-83ef-aa13a741eed8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-06-01,2015-12-14,This layer contains railway crossings within BC fr...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 2f100477-fc90-419e-bbc9-14bba3397897, Data,WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP
Railway Junction Point,railway-junction-point,Geographic,189e8e6f-a0d4-44cc-b0d1-8a749bcd11f4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-04-04,This layer contains railway junctions within BC fr...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16525,",other,GBA Railway Junction Point - Custom Download,6c3b079c-0658-48a6-b7a3-8746f0171ff2,Data,WHSE_BASEMAPPING.GBA_RAILWAY_JUNCTIONS_SP
Railway Junction Point,railway-junction-point,Geographic,189e8e6f-a0d4-44cc-b0d1-8a749bcd11f4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-04-04,This layer contains railway junctions within BC fr...,onGoing,"https://catalogue.data.gov.bc.ca/dataset/189e8e6f-a0d4-44cc-b0d1-8a749bcd11f4/resource/afa42913-6a82-4451-8017-1c9ec8e69e4e/download/gbarailwayjunctionattributevalues.xlsx,", xlsx, GBA_Railway_Junction_Attribute_Values, afa42913-6a82-4451-8017-1c9ec8e69e4e, Data,WHSE_BASEMAPPING.GBA_RAILWAY_JUNCTIONS_SP
Railway Junction Point,railway-junction-point,Geographic,189e8e6f-a0d4-44cc-b0d1-8a749bcd11f4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-04-04,This layer contains railway junctions within BC fr...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_JUNCTIONS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, ed4009f6-78a5-4c38-91c9-ead138dedc0b, Data,WHSE_BASEMAPPING.GBA_RAILWAY_JUNCTIONS_SP
Railway Structure Line,railway-structure-line,Geographic,23de29c1-cf59-489e-8b21-ae4de4c96cb8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-02-03,This layer contains linear railway structures with...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16500,",other,GBA Railway Structure Line - Custom Download,b1880389-b827-40ee-91f2-c22b97618bb2,Data,WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_LINES_SP
Railway Structure Line,railway-structure-line,Geographic,23de29c1-cf59-489e-8b21-ae4de4c96cb8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-02-03,This layer contains linear railway structures with...,onGoing,"https://catalogue.data.gov.bc.ca/dataset/23de29c1-cf59-489e-8b21-ae4de4c96cb8/resource/213592bb-dcb2-401c-85b6-c7ac8f12c721/download/gbarailwaystructureattributevalues.xlsx,", xlsx, GBA_Railway_Structure_Attribute_Values, 213592bb-dcb2-401c-85b6-c7ac8f12c721, Reports,WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_LINES_SP
Railway Structure Line,railway-structure-line,Geographic,23de29c1-cf59-489e-8b21-ae4de4c96cb8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2016-02-03,This layer contains linear railway structures with...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_LINES_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, cc059fdf-4b21-458f-8feb-2500dbbd9527, Data,WHSE_BASEMAPPING.GBA_RAILWAY_STRUCTURE_LINES_SP
Railway Track Line,railway-track-line,Geographic,4ff93cda-9f58-4055-a372-98c22d04a9f8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2015-12-15,This layer contains railway tracks within BC from ...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16521,",other,GBA Railway Track Line - Custom Download,30540358-cb2b-40c8-a313-7be0727a3d71,Data,WHSE_BASEMAPPING.GBA_RAILWAY_TRACKS_SP
Railway Track Line,railway-track-line,Geographic,4ff93cda-9f58-4055-a372-98c22d04a9f8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2015-12-15,This layer contains railway tracks within BC from ...,onGoing,"https://catalogue.data.gov.bc.ca/dataset/4ff93cda-9f58-4055-a372-98c22d04a9f8/resource/a7beba09-63e7-4d84-beaa-d35649fab685/download/gbarailwaytracksattributevalues.xlsx,", xlsx, GBA_Railway_Tracks_Attribute_Values, a7beba09-63e7-4d84-beaa-d35649fab685, Data,WHSE_BASEMAPPING.GBA_RAILWAY_TRACKS_SP
Railway Track Line,railway-track-line,Geographic,4ff93cda-9f58-4055-a372-98c22d04a9f8,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - Canada,LOW-PUBLIC,Public,Public,2015-05-28,2015-12-15,This layer contains railway tracks within BC from ...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_TRACKS_SP/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, bf30d34e-1f6b-4034-a35c-1cf7c9707ae7, Data,WHSE_BASEMAPPING.GBA_RAILWAY_TRACKS_SP
Borehole Log Lithology,borehole-log-lithology,Geographic,22309be0-3231-4e13-baaf-2d998fd4f5fb,218e193f-e6ad-41a8-93ec-3e2b62d1307b,"Ministry Of Environment, Environmental Emergencies and Land Remediation",Health and Safety,Access Only,LOW-SENSITIVITY,Government,Government,2015-04-13,2015-12-15,"Contains data on lithology, hydraulic conductivity...",completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16440,shp,Borehole Log Lithology,b75d50cf-3694-4c78-92ab-56f18a9f5198,Data,WHSE_WASTE.SITE_BOREHOLE_LITHOLOGY_SP
Borehole Log Lithology Public View,borehole-log-lithology-public-view,Geographic,1956d690-b196-4be2-b82b-263491326a28,218e193f-e6ad-41a8-93ec-3e2b62d1307b,"Ministry Of Environment, Environmental Emergencies and Land Remediation",Health and Safety,Access Only,LOW-PUBLIC,Public,Government,2015-04-13,2015-12-15,"Contains data on lithology, hydraulic conductivity...",completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16465,",shp,Borehole Log Lithology Public View,ec64af52-8926-4566-98e5-eecbb6a64276,Data,WHSE_WASTE.SITE_BOREHOLE_LITHOLOGY_SVW
Borehole Log Lithology Public View,borehole-log-lithology-public-view,Geographic,1956d690-b196-4be2-b82b-263491326a28,218e193f-e6ad-41a8-93ec-3e2b62d1307b,"Ministry Of Environment, Environmental Emergencies and Land Remediation",Health and Safety,Access Only,LOW-PUBLIC,Public,Government,2015-04-13,2015-12-15,"Contains data on lithology, hydraulic conductivity...",completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_WASTE.SITE_BOREHOLE_LITHOLOGY_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 1739c665-3dd5-44f2-9c1d-35165d8dff72, Data,WHSE_WASTE.SITE_BOREHOLE_LITHOLOGY_SVW
Natural Resource (NR) Areas,natural-resource-nr-areas,Geographic,c1861ba4-abb8-4947-b3e5-7f7c4d7257d5,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16400,",shp,Natural Resource Areas,50192073-7f84-425e-9592-adb0959375e6,Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_AREAS_SP
Natural Resource (NR) Areas,natural-resource-nr-areas,Geographic,c1861ba4-abb8-4947-b3e5-7f7c4d7257d5,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,"https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_NR_AREAS_SP/ows?service=WMS&request=GetCapabilities,", wms, WMS getCapabilities request, 77cb2ad4-11c9-46e1-ab09-0e1e3398f105, Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_AREAS_SP
Natural Resource (NR) Areas,natural-resource-nr-areas,Geographic,c1861ba4-abb8-4947-b3e5-7f7c4d7257d5,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_NR_AREAS_SPG/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request (Generalized View), 0a93282c-8937-4c13-bd41-a96935b1cae7, Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_AREAS_SP
Natural Resource (NR) Districts,natural-resource-nr-district,Geographic,0bc73892-e41f-41d0-8d8e-828c16139337,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16380,",shp,Custom Download Natural Resource Districts,ffb99f44-463b-40dc-a668-cb3aff23468e,Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_DISTRICTS_SP
Natural Resource (NR) Districts,natural-resource-nr-district,Geographic,0bc73892-e41f-41d0-8d8e-828c16139337,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,"https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_NR_DISTRICTS_SP/ows?service=WMS&request=GetCapabilities,", wms, WMS getCapabilities request, 5fd6f92e-f76a-455e-adfa-d70c6e0195e1, Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_DISTRICTS_SP
Natural Resource (NR) Districts,natural-resource-nr-district,Geographic,0bc73892-e41f-41d0-8d8e-828c16139337,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_NR_DISTRICTS_SPG/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request (Generalized View), e6676e55-2a6f-4b2b-91ad-3caf291ac5d4, Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_DISTRICTS_SP
Natural Resource (NR) Regions,natural-resource-nr-regions,Geographic,dfc492c0-69c5-4c20-a6de-2c9bc999301f,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=16391,",shp,Download Natural Resource Regions,749fceb1-27de-4624-b2c6-2374c8a7d3a7,Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_REGIONS_SP
Natural Resource (NR) Regions,natural-resource-nr-regions,Geographic,dfc492c0-69c5-4c20-a6de-2c9bc999301f,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,"https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_NR_REGIONS_SP/ows?service=WMS&request=GetCapabilities,", wms, WMS getCapabilities request, 5a034050-19a1-4c06-9d4f-bfd20a7d3fa1, Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_REGIONS_SP
Natural Resource (NR) Regions,natural-resource-nr-regions,Geographic,dfc492c0-69c5-4c20-a6de-2c9bc999301f,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2015-04-09,2016-02-09,The spatial representation for a Natural Resource ...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_NR_REGIONS_SPG/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request (Generalized View), ec636f64-9c5f-4704-8e66-2dd43032c9b5, Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_REGIONS_SP
Generalized Natural Resource (NR) Regions,generalized-natural-resource-nr-regions,Geographic,d8539521-f5b0-44fb-81b5-594336140735,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2015-04-09,2016-01-05,The generalized representation of a Natural Resour...,completed,http://apps.gov.bc.ca/notice/edc/faq/,shp,Generalized Natural Resource Regions,6fab1120-9f99-4269-a200-0bc67be350c9,Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_REGIONS_SPG
Generalized Natural Resource (NR) Areas,generalized-natural-resource-nr-areas,Geographic,09245f18-7908-4911-94d8-fc7427c5d012,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2015-04-09,2016-01-05,The generalized representation for a Natural Resou...,completed,http://apps.gov.bc.ca/notice/edc/faq/,shp,Generalized Natural Resource Areas,ae17d09d-d162-4519-9746-035ae497833b,Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_AREAS_SPG
Generalized Natural Resource (NR) Districts,generalized-natural-resource-nr-districts,Geographic,2151f255-12be-4e94-a890-ddadb7fe520e,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Access Only,LOW-PUBLIC,Public,Government,2015-04-09,2016-01-05,The generalized representation of a Natural Resour...,completed,http://apps.gov.bc.ca/notice/edc/faq/,shp,Generalized Natural Resource Districts,bb69769d-8f85-4289-9272-872ad61bd1c5,Data,WHSE_ADMIN_BOUNDARIES.ADM_NR_DISTRICTS_SPG
